date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:13:30	2547/2547	---M-Z	200	added ('OK')	application/json	etag:%228-1730376809;gz%22	https://monstersgambits.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fmonstersgambits.com%2F	C:/My%20Web%20Sites/MG/monstersgambits.com/index38de.json	(from https://monstersgambits.com/)
15:13:30	2649/2649	---M-Z	200	added ('OK')	text/xml	etag:%229-1730376809;gz%22	https://monstersgambits.com/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fmonstersgambits.com%2F&format=xml	C:/My%20Web%20Sites/MG/monstersgambits.com/index112f.php	(from https://monstersgambits.com/)
15:13:30	3185/3185	---M--	200	added ('OK')	image/png	etag:%22c71-6490aafc-c124c848b19bde92;;;%22	https://monstersgambits.com/wp-content/uploads/2021/05/BlankWhiteLogo-128x128.png	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2021/05/BlankWhiteLogo-128x128.png	(from https://monstersgambits.com/)
15:13:30	9126/9126	---M--	200	added ('OK')	image/png	etag:%2223a6-6490aafc-ebfeed2436043668;;;%22	https://monstersgambits.com/wp-content/uploads/2021/05/BlankWhiteLogo-300x300.png	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2021/05/BlankWhiteLogo-300x300.png	(from https://monstersgambits.com/)
15:13:34	218124/218124	---M--	200	added ('OK')	image/jpeg	etag:%223540c-648f8c21-df6a356886adff5b;;;%22	https://monstersgambits.com/wp-content/uploads/2023/06/BG-Without-logo.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2023/06/BG-Without-logo.jpg	(from https://monstersgambits.com/)
15:13:34	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Oct%202024%2012:13:33%20GMT	https://monstersgambits.com/presskit	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit.12.delayed	(from https://monstersgambits.com/)
15:13:34	1694431/1694431	---M--	200	added ('OK')	image/png	etag:%2219dadf-66546689-4cfbe8b5953e3b85;;;%22	https://monstersgambits.com/wp-content/uploads/2024/05/72.png	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2024/05/72.png	(from https://monstersgambits.com/)
15:13:34	129771/129771	---M--	200	added ('OK')	image/jpeg	etag:%221faeb-648f8774-7d9540ea60d0e758;;;%22	https://monstersgambits.com/wp-content/uploads/2023/06/s2-1024x576.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2023/06/s2-1024x576.jpg	(from https://monstersgambits.com/)
15:13:34	11941/11941	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2012:13:34%20GMT	https://monstersgambits.com/presskit/	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/index.html	(from https://monstersgambits.com/)
15:13:35	315552/315552	---M--	200	added ('OK')	image/jpeg	etag:%224d0a0-648f877a-5d95dc3d440605c3;;;%22	https://monstersgambits.com/wp-content/uploads/2023/06/s4.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2023/06/s4.jpg	(from https://monstersgambits.com/)
15:13:36	186262/186262	---M--	200	added ('OK')	image/jpeg	etag:%222d796-648f8b4e-5f24457245b1684d;;;%22	https://monstersgambits.com/wp-content/uploads/2023/06/ANDROIDscreen_1440x2560_2022-07-04_21-23-00.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2023/06/ANDROIDscreen_1440x2560_2022-07-04_21-23-00.jpg	(from https://monstersgambits.com/)
15:13:36	280435/280435	---M--	200	added ('OK')	image/jpeg	etag:%2244773-648f8771-fddea49e7449672e;;;%22	https://monstersgambits.com/wp-content/uploads/2023/06/s1.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2023/06/s1.jpg	(from https://monstersgambits.com/)
15:13:39	379053/379053	---M--	200	added ('OK')	image/jpeg	etag:%225c8ad-648f88a9-e5217758790e40f7;;;%22	https://monstersgambits.com/wp-content/uploads/2023/06/ANDROIDscreen_2160x3840_2023-06-05_18-36-13.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2023/06/ANDROIDscreen_2160x3840_2023-06-05_18-36-13.jpg	(from https://monstersgambits.com/)
15:13:40	16415/16415	---M--	200	added ('OK')	image/jpeg	etag:%22401f-63756d46-c34592721b6fec4a;;;%22	https://monstersgambits.com/wp-content/uploads/2021/05/customer-img.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2021/05/customer-img.jpg	(from https://monstersgambits.com/)
15:13:40	283230/283230	---M--	200	added ('OK')	image/jpeg	etag:%224525e-648f8777-54347e675dd08bce;;;%22	https://monstersgambits.com/wp-content/uploads/2023/06/s3.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2023/06/s3.jpg	(from https://monstersgambits.com/)
15:13:41	1997845/1997845	---M--	200	added ('OK')	image/png	etag:%221e7c15-66546695-6968d42ebc95307a;;;%22	https://monstersgambits.com/wp-content/uploads/2024/05/63.png	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2024/05/63.png	(from https://monstersgambits.com/)
15:13:41	14698/14698	---M--	200	added ('OK')	image/jpeg	etag:%22396a-63756d46-6f37722204771a1;;;%22	https://monstersgambits.com/wp-content/uploads/2021/05/customer-1.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2021/05/customer-1.jpg	(from https://monstersgambits.com/)
15:13:41	1273281/1273281	---M--	200	added ('OK')	image/gif	etag:%22136dc1-6490ac84-956f51397b339dc3;;;%22	https://monstersgambits.com/wp-content/uploads/2023/06/AddToWhislist-Gif2.gif	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2023/06/AddToWhislist-Gif2.gif	(from https://monstersgambits.com/)
15:13:42	11369/11369	---M--	200	added ('OK')	image/jpeg	etag:%222c69-63756d46-7e01adbd11e64a8;;;%22	https://monstersgambits.com/wp-content/uploads/2021/05/customer-img1.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2021/05/customer-img1.jpg	(from https://monstersgambits.com/)
15:13:42	16935/16935	---M-Z	200	added ('OK')	application/x-javascript	etag:%224227-63756d37-842dd353a25eb585;gz%22	https://monstersgambits.com/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.9.4	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/themes/astra/assets/js/minified/frontend.minf3c8.js	(from https://monstersgambits.com/)
15:13:43	58380/58380	---MCZ	200	added ('OK')	application/javascript	etag:W/%22670ccc8c-e433%22	https://app.convertful.com/Convertful.js?owner=73970	C:/My%20Web%20Sites/MG/app.convertful.com/Convertful4d47.js	(from https://monstersgambits.com/)
15:13:43	4957/4957	---M-Z	200	added ('OK')	application/x-javascript	etag:%22135d-63756d3e-1958cfe97a19a7ec;gz%22	https://monstersgambits.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.8.1	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/plugins/elementor/assets/js/webpack.runtime.min7e2e.js	(from https://monstersgambits.com/)
15:13:44	89684/89684	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215e54-63756d21-3d5d5864e6777352;gz%22	https://monstersgambits.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-includes/js/jquery/jquery.mina7a0.js	(from https://monstersgambits.com/)
15:13:44	11224/11224	---M-Z	200	added ('OK')	application/x-javascript	etag:%222bd8-63756d21-da887b9f7fbeeaa7;gz%22	https://monstersgambits.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://monstersgambits.com/)
15:13:44	32947/32947	---M-Z	200	added ('OK')	application/x-javascript	etag:%2280b3-63756d3e-fcc1fa47cbf472d;gz%22	https://monstersgambits.com/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.8.1	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/plugins/elementor/assets/js/frontend-modules.min7e2e.js	(from https://monstersgambits.com/)
15:13:44	12198/12198	---M-Z	200	added ('OK')	application/x-javascript	etag:%222fa6-63756d3e-638ea145275c7b21;gz%22	https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://monstersgambits.com/)
15:13:44	21440/21440	---M-Z	200	added ('OK')	application/x-javascript	etag:%2253c0-63756d21-80e282e97f99ee2e;gz%22	https://monstersgambits.com/wp-includes/js/jquery/ui/core.min.js?ver=1.13.2	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-includes/js/jquery/ui/core.min3f14.js	(from https://monstersgambits.com/)
15:13:45	40513/40513	---M-Z	200	added ('OK')	application/x-javascript	etag:%229e41-63756d3e-bcb09cda4c5f0dc9;gz%22	https://monstersgambits.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.1	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/plugins/elementor/assets/js/frontend.min7e2e.js	(from https://monstersgambits.com/)
15:13:45	18833/18833	---M-Z	200	added ('OK')	application/x-javascript	etag:%224991-63756d21-f297a31b8c5b91ce;gz%22	https://monstersgambits.com/wp-includes/js/underscore.min.js?ver=1.13.4	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-includes/js/underscore.mind584.js	(from https://monstersgambits.com/)
15:13:45	1426/1426	---M-Z	200	added ('OK')	application/x-javascript	etag:%22592-63756d21-fcafb9b808833c1b;gz%22	https://monstersgambits.com/wp-includes/js/wp-util.min.js?ver=6.1.7	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-includes/js/wp-util.min36b6.js	(from https://monstersgambits.com/)
15:13:45	754/754	---M-Z	200	added ('OK')	application/x-javascript	etag:%222f2-63756d2b-9abc1b891cf3840e;gz%22	https://monstersgambits.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.8	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min725d.js	(from https://monstersgambits.com/)
15:13:46	211640/211640	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233ab8-63756d3e-a69b988b4725f811;gz%22	https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.16.0	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.eot	(from https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
15:13:46	93372/93372	---M--	200	added ('OK')	font/woff2	etag:%2216cbc-63756d3e-b2298ca3faf66015;;;%22	https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.16.0	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff2	(from https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
15:13:47	211480/211480	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2233a18-63756d3e-6882f0a1a6e7212e;gz%22	https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.16.0	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.ttf	(from https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
15:13:50	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2031%20Oct%202024%2012:13:47%20GMT	http://monstersgambits.com/wp-content/uploads/2023/06/ANDROID2jpg-scaled.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2023/06/ANDROID2jpg-scaled.2e.delayed	(from https://monstersgambits.com/wp-content/uploads/elementor/css/post-255.css?ver=1716808051)
15:13:50	114280/114280	---M--	200	added ('OK')	application/font-woff	etag:%221be68-63756d3e-da9cc9c2a152bf58;;;%22	https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.16.0	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.woff	(from https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
15:13:50	318907/318907	---M-Z	200	added ('OK')	image/svg+xml	etag:%224ddbb-63756d3e-16e17f4a83e08c91;gz%22	https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.16.0	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons1075.svg	(from https://monstersgambits.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.16.0)
15:13:51	384763/384763	---M--	200	added ('OK')	image/jpeg	etag:%225defb-648f8195-9de6ca85fb5b1a06;;;%22	https://monstersgambits.com/wp-content/uploads/2023/06/ANDROID2jpg-scaled.jpg	C:/My%20Web%20Sites/MG/monstersgambits.com/wp-content/uploads/2023/06/ANDROID2jpg-scaled.jpg	(from https://monstersgambits.com/wp-content/uploads/elementor/css/post-255.css?ver=1716808051)
15:13:51	74681/74681	---M-Z	200	added ('OK')	text/css	etag:%225eb04014-123b9%22	https://cdnjs.cloudflare.com/ajax/libs/uikit/1.2.0/css/uikit.gradient.min.css	C:/My%20Web%20Sites/MG/cdnjs.cloudflare.com/ajax/libs/uikit/1.2.0/css/uikit.gradient.min.css	(from https://monstersgambits.com/presskit/)
15:13:51	1211/1211	---M-Z	200	added ('OK')	text/css	etag:%224bb-64aea658-221947da100193bb;gz%22	https://monstersgambits.com/presskit/style.css	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/style.css	(from https://monstersgambits.com/presskit/)
15:13:51	11941/11941	---MCZ	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2012:13:51%20GMT	https://monstersgambits.com/presskit/index.php?l=	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/indexa2a0.html	(from https://monstersgambits.com/presskit/)
15:13:52	145304/145304	---M--	200	added ('OK')	image/png	etag:%2223798-64ae9231-4f6e2fca13923b79;;;%22	https://monstersgambits.com/presskit/images/header.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/header.png	(from https://monstersgambits.com/presskit/)
15:14:00	3197451/3197451	---M--	200	added ('OK')	image/png	etag:%2230ca0b-64ae93b3-67f0071d1b698ebe;;;%22	https://monstersgambits.com/presskit/images/_ANDROID+screen_1440x2560_2022-08-02_14-07-25.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/_ANDROID+screen_1440x2560_2022-08-02_14-07-25.png	(from https://monstersgambits.com/presskit/)
15:14:02	981069/981069	---M--	200	added ('OK')	image/png	etag:%22ef84d-64ae9360-52b3ecd08deb1e0d;;;%22	https://monstersgambits.com/presskit/images/_ANDROID+screen_1440x2560_2022-07-04_21-21-44.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/_ANDROID+screen_1440x2560_2022-07-04_21-21-44.png	(from https://monstersgambits.com/presskit/)
15:14:43	5406363/5406363	---M--	200	added ('OK')	image/png	etag:%22527e9b-64ae93c7-c660c96a45f00156;;;%22	https://monstersgambits.com/presskit/images/_ANDROID+screen_1536x3840_2022-12-26_14-17-44.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/_ANDROID+screen_1536x3840_2022-12-26_14-17-44.png	(from https://monstersgambits.com/presskit/)
15:15:04	2403210/2403210	---M--	200	added ('OK')	image/png	etag:%2224ab8a-64ae9397-f0b6d7c3d22e61cb;;;%22	https://monstersgambits.com/presskit/images/_ANDROID+screen_1440x2560_2022-07-14_12-12-50.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/_ANDROID+screen_1440x2560_2022-07-14_12-12-50.png	(from https://monstersgambits.com/presskit/)
15:15:05	8640602/8640602	---M--	200	added ('OK')	image/png	etag:%2283d85a-64ae9388-791e1b35a91982e1;;;%22	https://monstersgambits.com/presskit/images/_ANDROID+screen_3840x2160_2023-07-10_03-22-29.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/_ANDROID+screen_3840x2160_2023-07-10_03-22-29.png	(from https://monstersgambits.com/presskit/)
15:15:06	9970700/9970700	---M--	200	added ('OK')	image/png	etag:%2298240c-64ae93b6-f40ab239fb22a1a9;;;%22	https://monstersgambits.com/presskit/images/_ANDROID+screen_3840x2160_2023-07-06_00-12-50.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/_ANDROID+screen_3840x2160_2023-07-06_00-12-50.png	(from https://monstersgambits.com/presskit/)
15:15:10	279034/279034	---M--	200	added ('OK')	image/png	etag:%22441fa-64ae92bb-18b82556034fd344;;;%22	https://monstersgambits.com/presskit/images/library_capsule.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/library_capsule.png	(from https://monstersgambits.com/presskit/)
15:15:48	4768985/4768985	---M--	200	added ('OK')	image/png	etag:%2248c4d9-64ae92cb-86eaa65694aa5fd2;;;%22	https://monstersgambits.com/presskit/images/library_hero.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/library_hero.png	(from https://monstersgambits.com/presskit/)
15:15:48	5843678/5843678	---M--	200	added ('OK')	image/png	etag:%22592ade-64ae9270-9748656a409bfb86;;;%22	https://monstersgambits.com/presskit/images/BG%20With%20Logo.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/BG%20With%20Logo.png	(from https://monstersgambits.com/presskit/)
15:16:01	1176370/1176370	---M--	200	added ('OK')	image/png	etag:%2211f332-64ae9369-5bc83521a52262c7;;;%22	https://monstersgambits.com/presskit/images/_ANDROID+screen_1440x2560_2022-07-05_22-01-16.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/_ANDROID+screen_1440x2560_2022-07-05_22-01-16.png	(from https://monstersgambits.com/presskit/)
15:16:07	10066419/10066419	---M--	200	added ('OK')	image/png	etag:%229999f3-64ae936d-bbffb58c84d52e85;;;%22	https://monstersgambits.com/presskit/images/_ANDROID+screen_3840x2160_2023-07-11_07-05-28.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/_ANDROID+screen_3840x2160_2023-07-11_07-05-28.png	(from https://monstersgambits.com/presskit/)
15:16:11	35691/35691	---M--	200	added ('OK')	application/zip	etag:%228b6b-64ae9602-e9c10f2e665a32ed;;;%22	https://monstersgambits.com/presskit/images/logo.zip	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/logo.zip	(from https://monstersgambits.com/presskit/)
15:16:12	29007/29007	---M--	200	added ('OK')	image/png	etag:%22714f-64aec26e-6f5e32346d5a63f4;;;%22	https://monstersgambits.com/presskit/images/logo.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/logo.png	(from https://monstersgambits.com/presskit/)
15:16:12	5024497/5024497	---M--	200	added ('OK')	image/png	etag:%224caaf1-64ae93c3-f3b521b92a1ae063;;;%22	https://monstersgambits.com/presskit/images/_ANDROID+screen_1440x2560_2022-08-03_21-10-50.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/_ANDROID+screen_1440x2560_2022-08-03_21-10-50.png	(from https://monstersgambits.com/presskit/)
15:16:12	717/717	---M-Z	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2012:16:12%20GMT	https://monstersgambits.com/presskit/sheet.php?p=credits	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/sheet7220.html	(from https://monstersgambits.com/presskit/)
15:16:13	93100/93100	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec4-16bac%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/1.10.2/jquery.min.js	C:/My%20Web%20Sites/MG/cdnjs.cloudflare.com/ajax/libs/jquery/1.10.2/jquery.min.js	(from https://monstersgambits.com/presskit/)
15:16:14	24597/24597	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ec3-6015%22	https://cdnjs.cloudflare.com/ajax/libs/jquery.imagesloaded/3.0.4/jquery.imagesloaded.js	C:/My%20Web%20Sites/MG/cdnjs.cloudflare.com/ajax/libs/jquery.imagesloaded/3.0.4/jquery.imagesloaded.js	(from https://monstersgambits.com/presskit/)
15:16:14	24682/24682	---M-Z	200	added ('OK')	application/javascript	etag:%225eb03ed9-606a%22	https://cdnjs.cloudflare.com/ajax/libs/masonry/3.1.2/masonry.pkgd.min.js	C:/My%20Web%20Sites/MG/cdnjs.cloudflare.com/ajax/libs/masonry/3.1.2/masonry.pkgd.min.js	(from https://monstersgambits.com/presskit/)
15:16:14	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-636d43d5-a912bebf324ae580;gz%22	https://monstersgambits.com/-negative.svg	C:/My%20Web%20Sites/MG/monstersgambits.com/-negative.svg	(from https://monstersgambits.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.1)
15:16:15	2457/2457	---M-Z	404	error ('Not%20Found')	text/html	etag:%22999-636d43d5-a912bebf324ae580;gz%22	https://monstersgambits.com/OPR/	C:/My%20Web%20Sites/MG/monstersgambits.com/OPR/index.html	(from https://monstersgambits.com/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.8.1)
15:16:20	5514424/5514424	---M--	200	added ('OK')	image/png	etag:%225424b8-64ae9279-d07fcd40c2e283d;;;%22	https://monstersgambits.com/presskit/images/BG%20Without%20logo.png	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/BG%20Without%20logo.png	(from https://monstersgambits.com/presskit/)
15:16:28	56381182/56381182	---M--	200	added ('OK')	application/zip	etag:%2235c4efe-64ae9685-c427e8c3e287c464;;;%22	https://monstersgambits.com/presskit/images/images.zip	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/images/images.zip	(from https://monstersgambits.com/presskit/)
15:16:29	3169/3169	---M-Z	200	added ('OK')	text/html	date:Thu,%2031%20Oct%202024%2012:16:29%20GMT	https://monstersgambits.com/presskit/credits.php	C:/My%20Web%20Sites/MG/monstersgambits.com/presskit/credits.html	(from https://monstersgambits.com/presskit/sheet.php?p=credits)
